,dataset,a,w,method,tlb
620,DodgerLoopGame,9,7,SAX,0.2290658705445979
621,DodgerLoopGame,9,7,SFA,0.3093209143176917
623,DodgerLoopGame,9,7,SPARTAN_woDAA,0.3329606112028787
624,DodgerLoopGame,9,7,SPARTAN,0.3532791612955703
625,DodgerLoopGame,10,7,SAX,0.2595607843203633
626,DodgerLoopGame,10,7,SFA,0.3271322074381478
628,DodgerLoopGame,10,7,SPARTAN_woDAA,0.3281763638368266
629,DodgerLoopGame,10,7,SPARTAN,0.3567739239871481
630,DodgerLoopGame,4,8,SAX,0.1251198977219757
631,DodgerLoopGame,4,8,SFA,0.1961837588823764
633,DodgerLoopGame,4,8,SPARTAN_woDAA,0.2103083476203768
634,DodgerLoopGame,4,8,SPARTAN,0.304407478612388
635,DodgerLoopGame,5,8,SAX,0.1353365955555252
636,DodgerLoopGame,5,8,SFA,0.2484570924943708
638,DodgerLoopGame,5,8,SPARTAN_woDAA,0.2291713499178895
639,DodgerLoopGame,5,8,SPARTAN,0.3085659996250843
640,DodgerLoopGame,6,8,SAX,0.2007398285256779
641,DodgerLoopGame,6,8,SFA,0.2779028871588349
643,DodgerLoopGame,6,8,SPARTAN_woDAA,0.2575931164810196
644,DodgerLoopGame,6,8,SPARTAN,0.3193305823610385
645,DodgerLoopGame,7,8,SAX,0.2290776461698019
646,DodgerLoopGame,7,8,SFA,0.30195546132712
648,DodgerLoopGame,7,8,SPARTAN_woDAA,0.3133444113777735
649,DodgerLoopGame,7,8,SPARTAN,0.3243741946234141
650,DodgerLoopGame,8,8,SAX,0.2456333398708282
651,DodgerLoopGame,8,8,SFA,0.3136149433700724
653,DodgerLoopGame,8,8,SPARTAN_woDAA,0.3300596325836457
654,DodgerLoopGame,8,8,SPARTAN,0.3552899501764087
655,DodgerLoopGame,9,8,SAX,0.2614218028262703
656,DodgerLoopGame,9,8,SFA,0.3247462899015175
658,DodgerLoopGame,9,8,SPARTAN_woDAA,0.3360753127183341
659,DodgerLoopGame,9,8,SPARTAN,0.3586727574355104
660,DodgerLoopGame,10,8,SAX,0.2677649464892008
661,DodgerLoopGame,10,8,SFA,0.344025356167832
663,DodgerLoopGame,10,8,SPARTAN_woDAA,0.3322531644564483
664,DodgerLoopGame,10,8,SPARTAN,0.3602892861654005
665,DodgerLoopGame,4,9,SAX,0.1543101083480127
666,DodgerLoopGame,4,9,SFA,0.2021617073161776
668,DodgerLoopGame,4,9,SPARTAN_woDAA,0.2111602662559634
669,DodgerLoopGame,4,9,SPARTAN,0.3056835813041812
670,DodgerLoopGame,5,9,SAX,0.1347583391321071
671,DodgerLoopGame,5,9,SFA,0.2554249603080426
673,DodgerLoopGame,5,9,SPARTAN_woDAA,0.232025521635496
674,DodgerLoopGame,5,9,SPARTAN,0.3090921468747361
675,DodgerLoopGame,6,9,SAX,0.1781723598489851
676,DodgerLoopGame,6,9,SFA,0.2842273369383838
678,DodgerLoopGame,6,9,SPARTAN_woDAA,0.2589182075174855
679,DodgerLoopGame,6,9,SPARTAN,0.3225333298496305
680,DodgerLoopGame,7,9,SAX,0.2113441911281117
681,DodgerLoopGame,7,9,SFA,0.3092434459345164
683,DodgerLoopGame,7,9,SPARTAN_woDAA,0.3160306524120759
684,DodgerLoopGame,7,9,SPARTAN,0.3286053742700769
685,DodgerLoopGame,8,9,SAX,0.2360610974755183
686,DodgerLoopGame,8,9,SFA,0.3201746794524092
688,DodgerLoopGame,8,9,SPARTAN_woDAA,0.3321185251555811
689,DodgerLoopGame,8,9,SPARTAN,0.3590818413304884
690,DodgerLoopGame,9,9,SAX,0.2534044553164418
691,DodgerLoopGame,9,9,SFA,0.3322972593337789
693,DodgerLoopGame,9,9,SPARTAN_woDAA,0.338766582368472
694,DodgerLoopGame,9,9,SPARTAN,0.3606835621278045
695,DodgerLoopGame,10,9,SAX,0.2650605318357308
696,DodgerLoopGame,10,9,SFA,0.3509913979286057
698,DodgerLoopGame,10,9,SPARTAN_woDAA,0.3352823942169708
699,DodgerLoopGame,10,9,SPARTAN,0.3621247622285978
700,DodgerLoopGame,4,10,SAX,0.1336228393923575
701,DodgerLoopGame,4,10,SFA,0.2090012698394574
703,DodgerLoopGame,4,10,SPARTAN_woDAA,0.2127888882255945
704,DodgerLoopGame,4,10,SPARTAN,0.3085659996250843
705,DodgerLoopGame,5,10,SAX,0.1938426995019717
706,DodgerLoopGame,5,10,SFA,0.2624376009227149
708,DodgerLoopGame,5,10,SPARTAN_woDAA,0.2344500683451426
709,DodgerLoopGame,5,10,SPARTAN,0.3174970571049391
710,DodgerLoopGame,6,10,SAX,0.2229497350043032
711,DodgerLoopGame,6,10,SFA,0.291614357945107
713,DodgerLoopGame,6,10,SPARTAN_woDAA,0.2622926069509521
714,DodgerLoopGame,6,10,SPARTAN,0.3234297023736778
715,DodgerLoopGame,7,10,SAX,0.234978883938411
716,DodgerLoopGame,7,10,SFA,0.3173889897090482
718,DodgerLoopGame,7,10,SPARTAN_woDAA,0.3190036618738422
719,DodgerLoopGame,7,10,SPARTAN,0.3313082607733248
720,DodgerLoopGame,8,10,SAX,0.2584075900510983
721,DodgerLoopGame,8,10,SFA,0.3274250721814445
723,DodgerLoopGame,8,10,SPARTAN_woDAA,0.3351285706750729
724,DodgerLoopGame,8,10,SPARTAN,0.3614505934654523
725,DodgerLoopGame,9,10,SAX,0.2759707199686335
726,DodgerLoopGame,9,10,SFA,0.3407325722945344
728,DodgerLoopGame,9,10,SPARTAN_woDAA,0.3414893255902654
729,DodgerLoopGame,9,10,SPARTAN,0.3628717818825202
730,DodgerLoopGame,10,10,SAX,0.2979831486009945
731,DodgerLoopGame,10,10,SFA,0.3600337917356639
733,DodgerLoopGame,10,10,SPARTAN_woDAA,0.3389620042324064
734,DodgerLoopGame,10,10,SPARTAN,0.3688384371173607
735,PickupGestureWiimoteZ,4,4,SAX,0.2328531531753114
736,PickupGestureWiimoteZ,4,4,SFA,0.2928240889748538
738,PickupGestureWiimoteZ,4,4,SPARTAN_woDAA,0.3338614941042807
739,PickupGestureWiimoteZ,4,4,SPARTAN,0.3338614941042807
740,PickupGestureWiimoteZ,5,4,SAX,0.304602570875273
741,PickupGestureWiimoteZ,5,4,SFA,0.3468662607939871
743,PickupGestureWiimoteZ,5,4,SPARTAN_woDAA,0.4187967598184053
744,PickupGestureWiimoteZ,5,4,SPARTAN,0.3972777019648585
745,PickupGestureWiimoteZ,6,4,SAX,0.3445098925705397
746,PickupGestureWiimoteZ,6,4,SFA,0.3960022042049468
748,PickupGestureWiimoteZ,6,4,SPARTAN_woDAA,0.4490922570643278
749,PickupGestureWiimoteZ,6,4,SPARTAN,0.4524355926989613
750,PickupGestureWiimoteZ,7,4,SAX,0.3574982094858553
751,PickupGestureWiimoteZ,7,4,SFA,0.4372889829789039
753,PickupGestureWiimoteZ,7,4,SPARTAN_woDAA,0.4828561076143139
754,PickupGestureWiimoteZ,7,4,SPARTAN,0.4826971859566241
755,PickupGestureWiimoteZ,8,4,SAX,0.3868949269883953
756,PickupGestureWiimoteZ,8,4,SFA,0.4390012269668999
758,PickupGestureWiimoteZ,8,4,SPARTAN_woDAA,0.5156220749149627
759,PickupGestureWiimoteZ,8,4,SPARTAN,0.5156220749149627
760,PickupGestureWiimoteZ,9,4,SAX,0.4220764767268286
761,PickupGestureWiimoteZ,9,4,SFA,0.4713886141843099
763,PickupGestureWiimoteZ,9,4,SPARTAN_woDAA,0.5450317118032977
764,PickupGestureWiimoteZ,9,4,SPARTAN,0.5156220749149627
765,PickupGestureWiimoteZ,10,4,SAX,0.4228061009244784
766,PickupGestureWiimoteZ,10,4,SFA,0.4851817123978404
768,PickupGestureWiimoteZ,10,4,SPARTAN_woDAA,0.5591167781832755
769,PickupGestureWiimoteZ,10,4,SPARTAN,0.5491518160497759
770,PickupGestureWiimoteZ,4,5,SAX,0.2673741975172704
771,PickupGestureWiimoteZ,4,5,SFA,0.3126855581821098
773,PickupGestureWiimoteZ,4,5,SPARTAN_woDAA,0.3445785081883975
774,PickupGestureWiimoteZ,4,5,SPARTAN,0.3972777019648585
775,PickupGestureWiimoteZ,5,5,SAX,0.3242256051268237
776,PickupGestureWiimoteZ,5,5,SFA,0.3728497411555502
778,PickupGestureWiimoteZ,5,5,SPARTAN_woDAA,0.4308222076993258
779,PickupGestureWiimoteZ,5,5,SPARTAN,0.4068633983482216
780,PickupGestureWiimoteZ,6,5,SAX,0.3721071139090103
781,PickupGestureWiimoteZ,6,5,SFA,0.423906769909101
783,PickupGestureWiimoteZ,6,5,SPARTAN_woDAA,0.463471038974389
784,PickupGestureWiimoteZ,6,5,SPARTAN,0.4599307777672129
785,PickupGestureWiimoteZ,7,5,SAX,0.4032612154008792
786,PickupGestureWiimoteZ,7,5,SFA,0.4692966002651106
788,PickupGestureWiimoteZ,7,5,SPARTAN_woDAA,0.5024993008823524
789,PickupGestureWiimoteZ,7,5,SPARTAN,0.5216119832890701
790,PickupGestureWiimoteZ,8,5,SAX,0.4390745724506099
791,PickupGestureWiimoteZ,8,5,SFA,0.4742406136428508
793,PickupGestureWiimoteZ,8,5,SPARTAN_woDAA,0.5375525192793642
794,PickupGestureWiimoteZ,8,5,SPARTAN,0.5546567539832725
795,PickupGestureWiimoteZ,9,5,SAX,0.4610120172415177
796,PickupGestureWiimoteZ,9,5,SFA,0.5091884988038703
798,PickupGestureWiimoteZ,9,5,SPARTAN_woDAA,0.567071497624517
799,PickupGestureWiimoteZ,9,5,SPARTAN,0.5546567539832725
800,PickupGestureWiimoteZ,10,5,SAX,0.4704242847071646
801,PickupGestureWiimoteZ,10,5,SFA,0.5248032681339424
803,PickupGestureWiimoteZ,10,5,SPARTAN_woDAA,0.5795840351091716
804,PickupGestureWiimoteZ,10,5,SPARTAN,0.5696906441060542
805,PickupGestureWiimoteZ,4,6,SAX,0.2730345071178038
806,PickupGestureWiimoteZ,4,6,SFA,0.335863767440059
808,PickupGestureWiimoteZ,4,6,SPARTAN_woDAA,0.3600443278524801
809,PickupGestureWiimoteZ,4,6,SPARTAN,0.4068633983482216
810,PickupGestureWiimoteZ,5,6,SAX,0.3382869253765335
811,PickupGestureWiimoteZ,5,6,SFA,0.4062956493319452
813,PickupGestureWiimoteZ,5,6,SPARTAN_woDAA,0.4499454733991044
814,PickupGestureWiimoteZ,5,6,SPARTAN,0.4599307777672129
815,PickupGestureWiimoteZ,6,6,SAX,0.399201043430665
816,PickupGestureWiimoteZ,6,6,SFA,0.4557708884517347
818,PickupGestureWiimoteZ,6,6,SPARTAN_woDAA,0.4846488940440552
819,PickupGestureWiimoteZ,6,6,SPARTAN,0.5004594235077923
820,PickupGestureWiimoteZ,7,6,SAX,0.4302777230692254
821,PickupGestureWiimoteZ,7,6,SFA,0.5005935527406769
823,PickupGestureWiimoteZ,7,6,SPARTAN_woDAA,0.5229406689017614
824,PickupGestureWiimoteZ,7,6,SPARTAN,0.5312296629596014
825,PickupGestureWiimoteZ,8,6,SAX,0.4598639852847734
826,PickupGestureWiimoteZ,8,6,SFA,0.5082995992265672
828,PickupGestureWiimoteZ,8,6,SPARTAN_woDAA,0.564254979767097
829,PickupGestureWiimoteZ,8,6,SPARTAN,0.5782481854471403
830,PickupGestureWiimoteZ,9,6,SAX,0.4885700149294864
831,PickupGestureWiimoteZ,9,6,SFA,0.5464935642297958
833,PickupGestureWiimoteZ,9,6,SPARTAN_woDAA,0.5993310419832083
834,PickupGestureWiimoteZ,9,6,SPARTAN,0.5974760438715301
835,PickupGestureWiimoteZ,10,6,SAX,0.4973913984651095
836,PickupGestureWiimoteZ,10,6,SFA,0.5626062487814847
838,PickupGestureWiimoteZ,10,6,SPARTAN_woDAA,0.6093223251768463
839,PickupGestureWiimoteZ,10,6,SPARTAN,0.5974760438715301
840,PickupGestureWiimoteZ,4,7,SAX,0.2982005256395084
841,PickupGestureWiimoteZ,4,7,SFA,0.3445528516951449
843,PickupGestureWiimoteZ,4,7,SPARTAN_woDAA,0.3678766359094081
844,PickupGestureWiimoteZ,4,7,SPARTAN,0.4599307777672129
845,PickupGestureWiimoteZ,5,7,SAX,0.37633486923528
846,PickupGestureWiimoteZ,5,7,SFA,0.4174233768772852
848,PickupGestureWiimoteZ,5,7,SPARTAN_woDAA,0.4591721617540087
849,PickupGestureWiimoteZ,5,7,SPARTAN,0.5004594235077923
850,PickupGestureWiimoteZ,6,7,SAX,0.4161724382764446
851,PickupGestureWiimoteZ,6,7,SFA,0.4680800813076972
853,PickupGestureWiimoteZ,6,7,SPARTAN_woDAA,0.4935285104337999
854,PickupGestureWiimoteZ,6,7,SPARTAN,0.5366586409186588
855,PickupGestureWiimoteZ,7,7,SAX,0.4730728881197114
856,PickupGestureWiimoteZ,7,7,SFA,0.5135403804693891
858,PickupGestureWiimoteZ,7,7,SPARTAN_woDAA,0.5315723805310663
859,PickupGestureWiimoteZ,7,7,SPARTAN,0.5517351205907082
860,PickupGestureWiimoteZ,8,7,SAX,0.5016324460175643
861,PickupGestureWiimoteZ,8,7,SFA,0.5216916172621137
863,PickupGestureWiimoteZ,8,7,SPARTAN_woDAA,0.573669057792198
864,PickupGestureWiimoteZ,8,7,SPARTAN,0.6020888979881353
865,PickupGestureWiimoteZ,9,7,SAX,0.5354747797756223
866,PickupGestureWiimoteZ,9,7,SFA,0.5592171758341363
868,PickupGestureWiimoteZ,9,7,SPARTAN_woDAA,0.6084715446241197
869,PickupGestureWiimoteZ,9,7,SPARTAN,0.6182495807076888
870,PickupGestureWiimoteZ,10,7,SAX,0.559510748289246
871,PickupGestureWiimoteZ,10,7,SFA,0.5784848682628302
873,PickupGestureWiimoteZ,10,7,SPARTAN_woDAA,0.6191055846863753
874,PickupGestureWiimoteZ,10,7,SPARTAN,0.6366838092574721
875,PickupGestureWiimoteZ,4,8,SAX,0.3034960948786414
876,PickupGestureWiimoteZ,4,8,SFA,0.3549860333400975
878,PickupGestureWiimoteZ,4,8,SPARTAN_woDAA,0.375032684704903
879,PickupGestureWiimoteZ,4,8,SPARTAN,0.4719506096369016
880,PickupGestureWiimoteZ,5,8,SAX,0.389306143984951
881,PickupGestureWiimoteZ,5,8,SFA,0.4299841276602729
883,PickupGestureWiimoteZ,5,8,SPARTAN_woDAA,0.4704554949586157
884,PickupGestureWiimoteZ,5,8,SPARTAN,0.5312296629596014
885,PickupGestureWiimoteZ,6,8,SAX,0.4332803365888025
886,PickupGestureWiimoteZ,6,8,SFA,0.4797681138235104
888,PickupGestureWiimoteZ,6,8,SPARTAN_woDAA,0.5076369714106198
889,PickupGestureWiimoteZ,6,8,SPARTAN,0.5410261740798749
890,PickupGestureWiimoteZ,7,8,SAX,0.4753433615660015
891,PickupGestureWiimoteZ,7,8,SFA,0.5264390135454229
893,PickupGestureWiimoteZ,7,8,SPARTAN_woDAA,0.5460986785726837
894,PickupGestureWiimoteZ,7,8,SPARTAN,0.572946375542446
895,PickupGestureWiimoteZ,8,8,SAX,0.508329817719158
896,PickupGestureWiimoteZ,8,8,SFA,0.5389534960392087
898,PickupGestureWiimoteZ,8,8,SPARTAN_woDAA,0.5878200657989604
899,PickupGestureWiimoteZ,8,8,SPARTAN,0.6366838092574721
900,PickupGestureWiimoteZ,9,8,SAX,0.5587235527386896
901,PickupGestureWiimoteZ,9,8,SFA,0.5743961461118557
903,PickupGestureWiimoteZ,9,8,SPARTAN_woDAA,0.6232873420017435
904,PickupGestureWiimoteZ,9,8,SPARTAN,0.6398358348388098
905,PickupGestureWiimoteZ,10,8,SAX,0.5785197577991632
906,PickupGestureWiimoteZ,10,8,SFA,0.5954537312682108
908,PickupGestureWiimoteZ,10,8,SPARTAN_woDAA,0.6349379754750071
909,PickupGestureWiimoteZ,10,8,SPARTAN,0.6552691248776514
910,PickupGestureWiimoteZ,4,9,SAX,0.3014526542317398
911,PickupGestureWiimoteZ,4,9,SFA,0.3603369647211145
913,PickupGestureWiimoteZ,4,9,SPARTAN_woDAA,0.3824773444917014
914,PickupGestureWiimoteZ,4,9,SPARTAN,0.5004594235077923
915,PickupGestureWiimoteZ,5,9,SAX,0.3881474589429111
916,PickupGestureWiimoteZ,5,9,SFA,0.4348359946627581
918,PickupGestureWiimoteZ,5,9,SPARTAN_woDAA,0.4791794029388154
919,PickupGestureWiimoteZ,5,9,SPARTAN,0.5366586409186588
920,PickupGestureWiimoteZ,6,9,SAX,0.4454868942525127
921,PickupGestureWiimoteZ,6,9,SFA,0.4852674126883796
923,PickupGestureWiimoteZ,6,9,SPARTAN_woDAA,0.5169127737582953
924,PickupGestureWiimoteZ,6,9,SPARTAN,0.5605415377213417
925,PickupGestureWiimoteZ,7,9,SAX,0.485575816747845
926,PickupGestureWiimoteZ,7,9,SFA,0.5315742845239504
928,PickupGestureWiimoteZ,7,9,SPARTAN_woDAA,0.5554239184650345
929,PickupGestureWiimoteZ,7,9,SPARTAN,0.5815966283404951
930,PickupGestureWiimoteZ,8,9,SAX,0.5136981860451041
931,PickupGestureWiimoteZ,8,9,SFA,0.5446519508540945
933,PickupGestureWiimoteZ,8,9,SPARTAN_woDAA,0.5972528578253923
934,PickupGestureWiimoteZ,8,9,SPARTAN,0.643464859729702
935,PickupGestureWiimoteZ,9,9,SAX,0.5517237759290672
936,PickupGestureWiimoteZ,9,9,SFA,0.5796690380799027
938,PickupGestureWiimoteZ,9,9,SPARTAN_woDAA,0.6335939461606995
939,PickupGestureWiimoteZ,9,9,SPARTAN,0.6587023258117249
940,PickupGestureWiimoteZ,10,9,SAX,0.5728109855198057
941,PickupGestureWiimoteZ,10,9,SFA,0.6020299843577255
943,PickupGestureWiimoteZ,10,9,SPARTAN_woDAA,0.6456987146457471
944,PickupGestureWiimoteZ,10,9,SPARTAN,0.6622961643462024
945,PickupGestureWiimoteZ,4,10,SAX,0.3138227495840535
946,PickupGestureWiimoteZ,4,10,SFA,0.3698840170824232
948,PickupGestureWiimoteZ,4,10,SPARTAN_woDAA,0.3864935240637585
949,PickupGestureWiimoteZ,4,10,SPARTAN,0.5312296629596014
950,PickupGestureWiimoteZ,5,10,SAX,0.404273534422006
951,PickupGestureWiimoteZ,5,10,SFA,0.4447833612053387
953,PickupGestureWiimoteZ,5,10,SPARTAN_woDAA,0.4836670997654826
954,PickupGestureWiimoteZ,5,10,SPARTAN,0.5458586588057353
955,PickupGestureWiimoteZ,6,10,SAX,0.4642060250819422
956,PickupGestureWiimoteZ,6,10,SFA,0.4972857381255806
958,PickupGestureWiimoteZ,6,10,SPARTAN_woDAA,0.5216900904100477
959,PickupGestureWiimoteZ,6,10,SPARTAN,0.5773314703463828
960,PickupGestureWiimoteZ,7,10,SAX,0.5013101549905236
961,PickupGestureWiimoteZ,7,10,SFA,0.5434743912706602
963,PickupGestureWiimoteZ,7,10,SPARTAN_woDAA,0.5604527336785866
964,PickupGestureWiimoteZ,7,10,SPARTAN,0.594017130330431
965,PickupGestureWiimoteZ,8,10,SAX,0.5195632946724498
966,PickupGestureWiimoteZ,8,10,SFA,0.5595365556595492
968,PickupGestureWiimoteZ,8,10,SPARTAN_woDAA,0.6018449891717037
969,PickupGestureWiimoteZ,8,10,SPARTAN,0.6622961643462024
970,PickupGestureWiimoteZ,9,10,SAX,0.5667008413710252
971,PickupGestureWiimoteZ,9,10,SFA,0.5944840242343082
973,PickupGestureWiimoteZ,9,10,SPARTAN_woDAA,0.6382741965643849
974,PickupGestureWiimoteZ,9,10,SPARTAN,0.6641676327891984
975,PickupGestureWiimoteZ,10,10,SAX,0.5890866952236888
976,PickupGestureWiimoteZ,10,10,SFA,0.6168185560449035
978,PickupGestureWiimoteZ,10,10,SPARTAN_woDAA,0.6507440037983538
979,PickupGestureWiimoteZ,10,10,SPARTAN,0.6775029551142228
980,EthanolLevel,4,4,SAX,0.002
981,EthanolLevel,4,4,SFA,0.1145363423952985
983,EthanolLevel,4,4,SPARTAN_woDAA,0.3352614921818991
984,EthanolLevel,4,4,SPARTAN,0.418993777779052
985,EthanolLevel,5,4,SAX,0.002
986,EthanolLevel,5,4,SFA,0.1532210682747427
988,EthanolLevel,5,4,SPARTAN_woDAA,0.419615179034171
989,EthanolLevel,5,4,SPARTAN,0.433584754788398
990,EthanolLevel,6,4,SAX,0.002
991,EthanolLevel,6,4,SFA,0.1820269943616673
993,EthanolLevel,6,4,SPARTAN_woDAA,0.4807187869994755
994,EthanolLevel,6,4,SPARTAN,0.5057123525127538
995,EthanolLevel,7,4,SAX,0.002
996,EthanolLevel,7,4,SFA,0.2023838706771935
998,EthanolLevel,7,4,SPARTAN_woDAA,0.5250996073170253
999,EthanolLevel,7,4,SPARTAN,0.5475320015926444
1000,EthanolLevel,8,4,SAX,0.002
1001,EthanolLevel,8,4,SFA,0.2190776564157108
1003,EthanolLevel,8,4,SPARTAN_woDAA,0.5616820790839724
1004,EthanolLevel,8,4,SPARTAN,0.6076161007670944
1005,EthanolLevel,9,4,SAX,0.002
1006,EthanolLevel,9,4,SFA,0.2345150568972763
1008,EthanolLevel,9,4,SPARTAN_woDAA,0.5936446612067889
1009,EthanolLevel,9,4,SPARTAN,0.6076161007670944
1010,EthanolLevel,10,4,SAX,0.002
1011,EthanolLevel,10,4,SFA,0.2458804587074232
1013,EthanolLevel,10,4,SPARTAN_woDAA,0.6159719270577139
1014,EthanolLevel,10,4,SPARTAN,0.6199375474551873
1015,EthanolLevel,4,5,SAX,0.002
1016,EthanolLevel,4,5,SFA,0.137170914378876
1018,EthanolLevel,4,5,SPARTAN_woDAA,0.3519819801680062
1019,EthanolLevel,4,5,SPARTAN,0.433584754788398
1020,EthanolLevel,5,5,SAX,0.002
1021,EthanolLevel,5,5,SFA,0.1809672880764625
1023,EthanolLevel,5,5,SPARTAN_woDAA,0.4390856538026472
1024,EthanolLevel,5,5,SPARTAN,0.5057123525127538
1025,EthanolLevel,6,5,SAX,0.002
1026,EthanolLevel,6,5,SFA,0.2126688141273204
1028,EthanolLevel,6,5,SPARTAN_woDAA,0.4999443660532902
1029,EthanolLevel,6,5,SPARTAN,0.5153557458925597
1030,EthanolLevel,7,5,SAX,0.002
1031,EthanolLevel,7,5,SFA,0.2361674059381419
1033,EthanolLevel,7,5,SPARTAN_woDAA,0.5451806590183794
1034,EthanolLevel,7,5,SPARTAN,0.5698894943353395
1035,EthanolLevel,8,5,SAX,0.002
1036,EthanolLevel,8,5,SFA,0.2547361840837822
1038,EthanolLevel,8,5,SPARTAN_woDAA,0.5821835714194639
1039,EthanolLevel,8,5,SPARTAN,0.6271447408754931
1040,EthanolLevel,9,5,SAX,0.002
1041,EthanolLevel,9,5,SFA,0.2713506553923069
1043,EthanolLevel,9,5,SPARTAN_woDAA,0.614477798982969
1044,EthanolLevel,9,5,SPARTAN,0.6271447408754931
1045,EthanolLevel,10,5,SAX,0.002
1046,EthanolLevel,10,5,SFA,0.2843946691089288
1048,EthanolLevel,10,5,SPARTAN_woDAA,0.6381175323134702
1049,EthanolLevel,10,5,SPARTAN,0.6682949531056376
1050,EthanolLevel,4,6,SAX,0.002
1051,EthanolLevel,4,6,SFA,0.148533010609662
1053,EthanolLevel,4,6,SPARTAN_woDAA,0.3658962075655089
1054,EthanolLevel,4,6,SPARTAN,0.5057123525127538
1055,EthanolLevel,5,6,SAX,0.002
1056,EthanolLevel,5,6,SFA,0.194414995582659
1058,EthanolLevel,5,6,SPARTAN_woDAA,0.4527552472888689
1059,EthanolLevel,5,6,SPARTAN,0.5153557458925597
1060,EthanolLevel,6,6,SAX,0.002
1061,EthanolLevel,6,6,SFA,0.2264615100940523
1063,EthanolLevel,6,6,SPARTAN_woDAA,0.5141554377413917
1064,EthanolLevel,6,6,SPARTAN,0.5698894943353395
1065,EthanolLevel,7,6,SAX,0.002
1066,EthanolLevel,7,6,SFA,0.2509441080006911
1068,EthanolLevel,7,6,SPARTAN_woDAA,0.5597372833992734
1069,EthanolLevel,7,6,SPARTAN,0.5762539503898356
1070,EthanolLevel,8,6,SAX,0.002
1071,EthanolLevel,8,6,SFA,0.2700873045915275
1073,EthanolLevel,8,6,SPARTAN_woDAA,0.5969794920520273
1074,EthanolLevel,8,6,SPARTAN,0.6779975028954511
1075,EthanolLevel,9,6,SAX,0.0030803893737487
1076,EthanolLevel,9,6,SFA,0.2871447860206151
1078,EthanolLevel,9,6,SPARTAN_woDAA,0.6293592550159718
1079,EthanolLevel,9,6,SPARTAN,0.7072195505667247
1080,EthanolLevel,10,6,SAX,0.0024688058359827
1081,EthanolLevel,10,6,SFA,0.3003530546250043
1083,EthanolLevel,10,6,SPARTAN_woDAA,0.6531612353262687
1084,EthanolLevel,10,6,SPARTAN,0.7072195505667247
1085,EthanolLevel,4,7,SAX,0.002
1086,EthanolLevel,4,7,SFA,0.1616513383892918
1088,EthanolLevel,4,7,SPARTAN_woDAA,0.3752844256268005
1089,EthanolLevel,4,7,SPARTAN,0.5153557458925597
1090,EthanolLevel,5,7,SAX,0.002
1091,EthanolLevel,5,7,SFA,0.2113922814415199
1093,EthanolLevel,5,7,SPARTAN_woDAA,0.4633258601831067
1094,EthanolLevel,5,7,SPARTAN,0.5698894943353395
1095,EthanolLevel,6,7,SAX,0.002
1096,EthanolLevel,6,7,SFA,0.2441569413320195
1098,EthanolLevel,6,7,SPARTAN_woDAA,0.5249324671162399
1099,EthanolLevel,6,7,SPARTAN,0.5810203628330929
1100,EthanolLevel,7,7,SAX,0.0020672008098885
1101,EthanolLevel,7,7,SFA,0.2687431087098253
1103,EthanolLevel,7,7,SPARTAN_woDAA,0.5710501415097624
1104,EthanolLevel,7,7,SPARTAN,0.592762041114328
1105,EthanolLevel,8,7,SAX,0.002
1106,EthanolLevel,8,7,SFA,0.2892649388780784
1108,EthanolLevel,8,7,SPARTAN_woDAA,0.6080661289924605
1109,EthanolLevel,8,7,SPARTAN,0.711776117478069
1110,EthanolLevel,9,7,SAX,0.0024861464228267
1111,EthanolLevel,9,7,SFA,0.3077422624387151
1113,EthanolLevel,9,7,SPARTAN_woDAA,0.6409175457126954
1114,EthanolLevel,9,7,SPARTAN,0.715164312326775
1115,EthanolLevel,10,7,SAX,0.002
1116,EthanolLevel,10,7,SFA,0.3221517437772546
1118,EthanolLevel,10,7,SPARTAN_woDAA,0.6648302944346844
1119,EthanolLevel,10,7,SPARTAN,0.7279664701791656
1120,EthanolLevel,4,8,SAX,0.002
1121,EthanolLevel,4,8,SFA,0.1679420437080262
1123,EthanolLevel,4,8,SPARTAN_woDAA,0.3821691772719972
1124,EthanolLevel,4,8,SPARTAN,0.5562583789040422
1125,EthanolLevel,5,8,SAX,0.002
1126,EthanolLevel,5,8,SFA,0.2180787602840521
1128,EthanolLevel,5,8,SPARTAN_woDAA,0.4694854535182366
1129,EthanolLevel,5,8,SPARTAN,0.5762539503898356
1130,EthanolLevel,6,8,SAX,0.002
1131,EthanolLevel,6,8,SFA,0.2522525637539949
1133,EthanolLevel,6,8,SPARTAN_woDAA,0.5313695548770364
1134,EthanolLevel,6,8,SPARTAN,0.592762041114328
1135,EthanolLevel,7,8,SAX,0.0021703337271847
1136,EthanolLevel,7,8,SFA,0.2770464238305382
1138,EthanolLevel,7,8,SPARTAN_woDAA,0.5778283046209077
1139,EthanolLevel,7,8,SPARTAN,0.6044335090118992
1140,EthanolLevel,8,8,SAX,0.002
1141,EthanolLevel,8,8,SFA,0.2977818113625796
1143,EthanolLevel,8,8,SPARTAN_woDAA,0.6148196730610405
1144,EthanolLevel,8,8,SPARTAN,0.7279664701791656
1145,EthanolLevel,9,8,SAX,0.002
1146,EthanolLevel,9,8,SFA,0.3165836700201984
1148,EthanolLevel,9,8,SPARTAN_woDAA,0.6478131788404715
1149,EthanolLevel,9,8,SPARTAN,0.7340266024173576
1150,EthanolLevel,10,8,SAX,0.0042138634059548
1151,EthanolLevel,10,8,SFA,0.3310026136287988
