,dataset,a,w,method,tlb
18991,FacesUCR,8,7,SFA,0.119349900324613
18993,FacesUCR,8,7,SPARTAN_woDAA,0.4722677661593543
18994,FacesUCR,8,7,SPARTAN,0.5150070667771068
18995,FacesUCR,9,7,SAX,0.0600015698746575
18996,FacesUCR,9,7,SFA,0.1253938043839212
18998,FacesUCR,9,7,SPARTAN_woDAA,0.4968460725344837
18999,FacesUCR,9,7,SPARTAN,0.5228810793736308
19000,FacesUCR,10,7,SAX,0.0682619025739016
19001,FacesUCR,10,7,SFA,0.1305612424555505
19003,FacesUCR,10,7,SPARTAN_woDAA,0.513679714450376
19004,FacesUCR,10,7,SPARTAN,0.5308753260219464
19005,FacesUCR,4,8,SAX,0.0130758844224651
19006,FacesUCR,4,8,SFA,0.0808722539583622
19008,FacesUCR,4,8,SPARTAN_woDAA,0.304233935266677
19009,FacesUCR,4,8,SPARTAN,0.3913964338838138
19010,FacesUCR,5,8,SAX,0.0206895570836282
19011,FacesUCR,5,8,SFA,0.1002590791878451
19013,FacesUCR,5,8,SPARTAN_woDAA,0.3673327772488808
19014,FacesUCR,5,8,SPARTAN,0.4091465599929265
19015,FacesUCR,6,8,SAX,0.0378620554552709
19016,FacesUCR,6,8,SFA,0.11388102537429
19018,FacesUCR,6,8,SPARTAN_woDAA,0.4151478744017226
19019,FacesUCR,6,8,SPARTAN,0.4511034061120337
19020,FacesUCR,7,8,SAX,0.0489649558295093
19021,FacesUCR,7,8,SFA,0.1241167986147793
19023,FacesUCR,7,8,SPARTAN_woDAA,0.4525827831061785
19024,FacesUCR,7,8,SPARTAN,0.4711836545608571
19025,FacesUCR,8,8,SAX,0.063011771496734
19026,FacesUCR,8,8,SFA,0.1324188370218184
19028,FacesUCR,8,8,SPARTAN_woDAA,0.489767434153569
19029,FacesUCR,8,8,SPARTAN,0.5298507112438264
19030,FacesUCR,9,8,SAX,0.0741308306917925
19031,FacesUCR,9,8,SFA,0.1390459103537317
19033,FacesUCR,9,8,SPARTAN_woDAA,0.5147531234045197
19034,FacesUCR,9,8,SPARTAN,0.5377001911007014
19035,FacesUCR,10,8,SAX,0.0846109540536601
19036,FacesUCR,10,8,SFA,0.1446349431765717
19038,FacesUCR,10,8,SPARTAN_woDAA,0.5321875294927252
19039,FacesUCR,10,8,SPARTAN,0.5464806875028208
19040,FacesUCR,4,9,SAX,0.0286181523888117
19041,FacesUCR,4,9,SFA,0.1010770212238744
19043,FacesUCR,4,9,SPARTAN_woDAA,0.3119265153807579
19044,FacesUCR,4,9,SPARTAN,0.399386348281893
19045,FacesUCR,5,9,SAX,0.0424963207192416
19046,FacesUCR,5,9,SFA,0.1259263342332937
19048,FacesUCR,5,9,SPARTAN_woDAA,0.3759754386516366
19049,FacesUCR,5,9,SPARTAN,0.4355739335281328
19050,FacesUCR,6,9,SAX,0.065882731618464
19051,FacesUCR,6,9,SFA,0.1424505711426562
19053,FacesUCR,6,9,SPARTAN_woDAA,0.4248438198750221
19054,FacesUCR,6,9,SPARTAN,0.4672021712875096
19055,FacesUCR,7,9,SAX,0.0799075611000053
19056,FacesUCR,7,9,SFA,0.1546650159286467
19058,FacesUCR,7,9,SPARTAN_woDAA,0.4625766224701679
19059,FacesUCR,7,9,SPARTAN,0.4843903470680366
19060,FacesUCR,8,9,SAX,0.0937265277217674
19061,FacesUCR,8,9,SFA,0.1641538613524899
19063,FacesUCR,8,9,SPARTAN_woDAA,0.5000491810440565
19064,FacesUCR,8,9,SPARTAN,0.5416032719369703
19065,FacesUCR,9,9,SAX,0.1080703626981931
19066,FacesUCR,9,9,SFA,0.1728292164591381
19068,FacesUCR,9,9,SPARTAN_woDAA,0.5256489549986201
19069,FacesUCR,9,9,SPARTAN,0.5502926731534865
19070,FacesUCR,10,9,SAX,0.1178054716026302
19071,FacesUCR,10,9,SFA,0.1801867543286477
19073,FacesUCR,10,9,SPARTAN_woDAA,0.5432946766671393
19074,FacesUCR,10,9,SPARTAN,0.5635656698393869
19075,FacesUCR,4,10,SAX,0.0504552094967236
19076,FacesUCR,4,10,SFA,0.1151049603856535
19078,FacesUCR,4,10,SPARTAN_woDAA,0.3178651602779729
19079,FacesUCR,4,10,SPARTAN,0.4091465599929265
19080,FacesUCR,5,10,SAX,0.0740676553860389
19081,FacesUCR,5,10,SFA,0.1431270792796744
19083,FacesUCR,5,10,SPARTAN_woDAA,0.3829683151619639
19084,FacesUCR,5,10,SPARTAN,0.4451144824781446
19085,FacesUCR,6,10,SAX,0.0989767274381709
19086,FacesUCR,6,10,SFA,0.1612530455813258
19088,FacesUCR,6,10,SPARTAN_woDAA,0.4323491461370095
19089,FacesUCR,6,10,SPARTAN,0.4709755818348728
19090,FacesUCR,7,10,SAX,0.1148619011751351
19091,FacesUCR,7,10,SFA,0.1744384689691763
19093,FacesUCR,7,10,SPARTAN_woDAA,0.4704831284148363
19094,FacesUCR,7,10,SPARTAN,0.4974724738373942
19095,FacesUCR,8,10,SAX,0.1326904545708975
19096,FacesUCR,8,10,SFA,0.1849689426726461
19098,FacesUCR,8,10,SPARTAN_woDAA,0.5085285124143786
19099,FacesUCR,8,10,SPARTAN,0.5533230208659202
19100,FacesUCR,9,10,SAX,0.1476715141312886
19101,FacesUCR,9,10,SFA,0.1945266524509155
19103,FacesUCR,9,10,SPARTAN_woDAA,0.5344495942898273
19104,FacesUCR,9,10,SPARTAN,0.5665231767996632
19105,FacesUCR,10,10,SAX,0.1576506889896155
19106,FacesUCR,10,10,SFA,0.2026703408017613
19108,FacesUCR,10,10,SPARTAN_woDAA,0.5524661749804406
19109,FacesUCR,10,10,SPARTAN,0.5762588037801694
19110,BME,4,4,SAX,0.2406878005666725
19111,BME,4,4,SFA,0.3670420824560619
19113,BME,4,4,SPARTAN_woDAA,0.270140498873669
19114,BME,4,4,SPARTAN,0.4446111346538797
19115,BME,5,4,SAX,0.2738901241335319
19116,BME,5,4,SFA,0.3940046489570471
19118,BME,5,4,SPARTAN_woDAA,0.4032238584622446
19119,BME,5,4,SPARTAN,0.4630665391949561
19120,BME,6,4,SAX,0.2954605340082413
19121,BME,6,4,SFA,0.4792217957042235
19123,BME,6,4,SPARTAN_woDAA,0.5190355362498382
19124,BME,6,4,SPARTAN,0.5145379911191155
19125,BME,7,4,SAX,0.296740726088559
19126,BME,7,4,SFA,0.4372451798306982
19128,BME,7,4,SPARTAN_woDAA,0.5037883023048912
19129,BME,7,4,SPARTAN,0.5440415654130708
19130,BME,8,4,SAX,0.3056688793289889
19131,BME,8,4,SFA,0.5207640172130966
19133,BME,8,4,SPARTAN_woDAA,0.5645931743146484
19134,BME,8,4,SPARTAN,0.5646174204521983
19135,BME,9,4,SAX,0.3522146346685756
19136,BME,9,4,SFA,0.4897072743161659
19138,BME,9,4,SPARTAN_woDAA,0.5853612899287337
19139,BME,9,4,SPARTAN,0.5646174204521983
19140,BME,10,4,SAX,0.3757961212488384
19141,BME,10,4,SFA,0.545408628540251
19143,BME,10,4,SPARTAN_woDAA,0.5943305037083927
19144,BME,10,4,SPARTAN,0.5841381561593378
19145,BME,4,5,SAX,0.250784019792687
19146,BME,4,5,SFA,0.374342708086738
19148,BME,4,5,SPARTAN_woDAA,0.2850581995989706
19149,BME,4,5,SPARTAN,0.4630665391949561
19150,BME,5,5,SAX,0.314099183516131
19151,BME,5,5,SFA,0.4060926673618305
19153,BME,5,5,SPARTAN_woDAA,0.421041945312861
19154,BME,5,5,SPARTAN,0.5145379911191155
19155,BME,6,5,SAX,0.3500396970132233
19156,BME,6,5,SFA,0.4904333358358418
19158,BME,6,5,SPARTAN_woDAA,0.5366821729635094
19159,BME,6,5,SPARTAN,0.5440415654130708
19160,BME,7,5,SAX,0.3730870239144822
19161,BME,7,5,SFA,0.4500320961392271
19163,BME,7,5,SPARTAN_woDAA,0.5223956087284701
19164,BME,7,5,SPARTAN,0.5723618680610604
19165,BME,8,5,SAX,0.3969064347702276
19166,BME,8,5,SFA,0.5334482278921722
19168,BME,8,5,SPARTAN_woDAA,0.5828729899023528
19169,BME,8,5,SPARTAN,0.6194711143406242
19170,BME,9,5,SAX,0.4143567136195435
19171,BME,9,5,SFA,0.5029360799952038
19173,BME,9,5,SPARTAN_woDAA,0.6045636222944603
19174,BME,9,5,SPARTAN,0.6194711143406242
19175,BME,10,5,SAX,0.4340078104157138
19176,BME,10,5,SFA,0.5595952247878447
19178,BME,10,5,SPARTAN_woDAA,0.614693839813335
19179,BME,10,5,SPARTAN,0.62609442264164
19180,BME,4,6,SAX,0.2946151942573683
19181,BME,4,6,SFA,0.3888129715959503
19183,BME,4,6,SPARTAN_woDAA,0.2984469536059399
19184,BME,4,6,SPARTAN,0.5145379911191155
19185,BME,5,6,SAX,0.3535913100929678
19186,BME,5,6,SFA,0.421321431889044
19188,BME,5,6,SPARTAN_woDAA,0.4337834361530887
19189,BME,5,6,SPARTAN,0.5440415654130708
19190,BME,6,6,SAX,0.3914919297533024
19191,BME,6,6,SFA,0.5064284543662966
19193,BME,6,6,SPARTAN_woDAA,0.5507547055678078
19194,BME,6,6,SPARTAN,0.5609046560341655
19195,BME,7,6,SAX,0.4192991801762993
19196,BME,7,6,SFA,0.4660691511901604
19198,BME,7,6,SPARTAN_woDAA,0.53582386041112
19199,BME,7,6,SPARTAN,0.5798121490075997
19200,BME,8,6,SAX,0.4564396791595176
19201,BME,8,6,SFA,0.5527108011412987
19203,BME,8,6,SPARTAN_woDAA,0.5978889230899174
19204,BME,8,6,SPARTAN,0.632600596575271
19205,BME,9,6,SAX,0.4684602883055789
19206,BME,9,6,SFA,0.5210327080113601
19208,BME,9,6,SPARTAN_woDAA,0.6195817379448728
19209,BME,9,6,SPARTAN,0.6505179005702939
19210,BME,10,6,SAX,0.4797920920575267
19211,BME,10,6,SFA,0.5793745747655757
19213,BME,10,6,SPARTAN_woDAA,0.6306806768882892
19214,BME,10,6,SPARTAN,0.6505179005702939
19215,BME,4,7,SAX,0.3081149074906629
19216,BME,4,7,SFA,0.3983959864785135
19218,BME,4,7,SPARTAN_woDAA,0.3058245782614135
19219,BME,4,7,SPARTAN,0.5440415654130708
19220,BME,5,7,SAX,0.3498532811256646
19221,BME,5,7,SFA,0.4338915160773323
19223,BME,5,7,SPARTAN_woDAA,0.4423053891346885
19224,BME,5,7,SPARTAN,0.5609046560341655
19225,BME,6,7,SAX,0.4067414201434485
19226,BME,6,7,SFA,0.5146423025754836
19228,BME,6,7,SPARTAN_woDAA,0.559512359695241
19229,BME,6,7,SPARTAN,0.5839523355432814
19230,BME,7,7,SAX,0.4401959304848374
19231,BME,7,7,SFA,0.4835034953511137
19233,BME,7,7,SPARTAN_woDAA,0.5472037397034802
19234,BME,7,7,SPARTAN,0.5937525180303064
19235,BME,8,7,SAX,0.4637411750571502
19236,BME,8,7,SFA,0.5701598304645715
19238,BME,8,7,SPARTAN_woDAA,0.609120105558514
19239,BME,8,7,SPARTAN,0.6538359096026534
19240,BME,9,7,SAX,0.4836165390178006
19241,BME,9,7,SFA,0.5338607453059391
19243,BME,9,7,SPARTAN_woDAA,0.6304584653941151
19244,BME,9,7,SPARTAN,0.6620320293306038
19245,BME,10,7,SAX,0.4979008270087916
19246,BME,10,7,SFA,0.5964124860409741
19248,BME,10,7,SPARTAN_woDAA,0.6434007631107921
19249,BME,10,7,SPARTAN,0.6687125452732537
19250,BME,4,8,SAX,0.3360242671569395
19251,BME,4,8,SFA,0.4133636165339744
19253,BME,4,8,SPARTAN_woDAA,0.3120509130999311
19254,BME,4,8,SPARTAN,0.5527813829818854
19255,BME,5,8,SAX,0.3811348314524562
19256,BME,5,8,SFA,0.4505291616702153
19258,BME,5,8,SPARTAN_woDAA,0.4477961868973329
19259,BME,5,8,SPARTAN,0.5656415359154126
19260,BME,6,8,SAX,0.4314363713385923
19261,BME,6,8,SFA,0.5332006797513608
19263,BME,6,8,SPARTAN_woDAA,0.5673270313406119
19264,BME,6,8,SPARTAN,0.5879038745149628
19265,BME,7,8,SAX,0.4624085776918763
19266,BME,7,8,SFA,0.504590184298858
19268,BME,7,8,SPARTAN_woDAA,0.5554485096250203
19269,BME,7,8,SPARTAN,0.6050825210939179
19270,BME,8,8,SAX,0.4862005982202122
19271,BME,8,8,SFA,0.5915071419787845
19273,BME,8,8,SPARTAN_woDAA,0.6187010799620953
19274,BME,8,8,SPARTAN,0.6651072371415715
19275,BME,9,8,SAX,0.5050201051781286
19276,BME,9,8,SFA,0.5541542492100382
19278,BME,9,8,SPARTAN_woDAA,0.6398260624832599
19279,BME,9,8,SPARTAN,0.6716704833653783
19280,BME,10,8,SAX,0.5264871750741742
19281,BME,10,8,SFA,0.6168005773560856
19283,BME,10,8,SPARTAN_woDAA,0.6527868369854922
19284,BME,10,8,SPARTAN,0.6779754573580614
19285,BME,4,9,SAX,0.3540567802163347
19286,BME,4,9,SFA,0.4278597868569823
19288,BME,4,9,SPARTAN_woDAA,0.3175038549588
19289,BME,4,9,SPARTAN,0.5609046560341655
19290,BME,5,9,SAX,0.4131467397243845
19291,BME,5,9,SFA,0.4647206140956054
19293,BME,5,9,SPARTAN_woDAA,0.4555733767820048
19294,BME,5,9,SPARTAN,0.5839523355432814
19295,BME,6,9,SAX,0.4547206091750347
19296,BME,6,9,SFA,0.5474342495682099
19298,BME,6,9,SPARTAN_woDAA,0.5744887599352604
19299,BME,6,9,SPARTAN,0.6006577197300539
19300,BME,7,9,SAX,0.4825655177854785
19301,BME,7,9,SFA,0.5200846560907721
19303,BME,7,9,SPARTAN_woDAA,0.5630518286412528
19304,BME,7,9,SPARTAN,0.6153299875970782
19305,BME,8,9,SAX,0.5108279016965701
19306,BME,8,9,SFA,0.6039938467448388
19308,BME,8,9,SPARTAN_woDAA,0.6276516513867596
19309,BME,8,9,SPARTAN,0.6779754573580614
19310,BME,9,9,SAX,0.5298717480213585
19311,BME,9,9,SFA,0.5698982843591777
19313,BME,9,9,SPARTAN_woDAA,0.6485188519948516
19314,BME,9,9,SPARTAN,0.6899804836083929
19315,BME,10,9,SAX,0.5515823149615016
19316,BME,10,9,SFA,0.6309717397906208
19318,BME,10,9,SPARTAN_woDAA,0.6626981369520183
19319,BME,10,9,SPARTAN,0.6924388689414315
19320,BME,4,10,SAX,0.3932182689866603
19321,BME,4,10,SFA,0.4360202351199603
19323,BME,4,10,SPARTAN_woDAA,0.3222182633028053
19324,BME,4,10,SPARTAN,0.5656415359154126
19325,BME,5,10,SAX,0.4406851745875562
19326,BME,5,10,SFA,0.4740344254254958
19328,BME,5,10,SPARTAN_woDAA,0.460130302140911
19329,BME,5,10,SPARTAN,0.5913432885052197
19330,BME,6,10,SAX,0.4969127067990094
19331,BME,6,10,SFA,0.5575069773565479
19333,BME,6,10,SPARTAN_woDAA,0.5791201977618577
19334,BME,6,10,SPARTAN,0.6035346238273213
19335,BME,7,10,SAX,0.5293636882276471
19336,BME,7,10,SFA,0.5315816184779985
19338,BME,7,10,SPARTAN_woDAA,0.5684630354628366
19339,BME,7,10,SPARTAN,0.6241877739469363
19340,BME,8,10,SAX,0.5505230542087589
19341,BME,8,10,SFA,0.6144457909324735
19343,BME,8,10,SPARTAN_woDAA,0.633699184821548
19344,BME,8,10,SPARTAN,0.6924388689414315
19345,BME,9,10,SAX,0.5774171241946241
19346,BME,9,10,SFA,0.5812768918284544
19348,BME,9,10,SPARTAN_woDAA,0.6535168858746789
19349,BME,9,10,SPARTAN,0.6977552227146505
19350,BME,10,10,SAX,0.5907858865010012
19351,BME,10,10,SFA,0.6420346629814689
19353,BME,10,10,SPARTAN_woDAA,0.6689248119703373
19354,BME,10,10,SPARTAN,0.705023164095083
19355,PhalangesOutlinesCorrect,4,4,SAX,0.0011655011655011
19356,PhalangesOutlinesCorrect,4,4,SFA,0.1305647784343917
19358,PhalangesOutlinesCorrect,4,4,SPARTAN_woDAA,0.2874184632427929
19359,PhalangesOutlinesCorrect,4,4,SPARTAN,0.3796742342614308
19360,PhalangesOutlinesCorrect,5,4,SAX,0.0012137526121974
19361,PhalangesOutlinesCorrect,5,4,SFA,0.1668139443494725
19363,PhalangesOutlinesCorrect,5,4,SPARTAN_woDAA,0.3496387720578065
19364,PhalangesOutlinesCorrect,5,4,SPARTAN,0.4464543610685177
19365,PhalangesOutlinesCorrect,6,4,SAX,0.0012262418160288
19366,PhalangesOutlinesCorrect,6,4,SFA,0.1951371020008962
19368,PhalangesOutlinesCorrect,6,4,SPARTAN_woDAA,0.4185943787445604
19369,PhalangesOutlinesCorrect,6,4,SPARTAN,0.4823731743036591
19370,PhalangesOutlinesCorrect,7,4,SAX,0.0024819888876462
19371,PhalangesOutlinesCorrect,7,4,SFA,0.213566228520671
19373,PhalangesOutlinesCorrect,7,4,SPARTAN_woDAA,0.4509291681965014
19374,PhalangesOutlinesCorrect,7,4,SPARTAN,0.4883256878580638
19375,PhalangesOutlinesCorrect,8,4,SAX,0.0030503040182054
19376,PhalangesOutlinesCorrect,8,4,SFA,0.2323560337052608
19378,PhalangesOutlinesCorrect,8,4,SPARTAN_woDAA,0.4969901130266022
19379,PhalangesOutlinesCorrect,8,4,SPARTAN,0.6052980043430485
19380,PhalangesOutlinesCorrect,9,4,SAX,0.0043890497564878
19381,PhalangesOutlinesCorrect,9,4,SFA,0.2447347166142193
19383,PhalangesOutlinesCorrect,9,4,SPARTAN_woDAA,0.5184786358190231
19384,PhalangesOutlinesCorrect,9,4,SPARTAN,0.6052980043430485
19385,PhalangesOutlinesCorrect,10,4,SAX,0.0081247580007156
19386,PhalangesOutlinesCorrect,10,4,SFA,0.2573820942454071
19388,PhalangesOutlinesCorrect,10,4,SPARTAN_woDAA,0.55008341532472
19389,PhalangesOutlinesCorrect,10,4,SPARTAN,0.6097092553323659
19390,PhalangesOutlinesCorrect,4,5,SAX,0.001245342979476
19391,PhalangesOutlinesCorrect,4,5,SFA,0.1608031173699004
19393,PhalangesOutlinesCorrect,4,5,SPARTAN_woDAA,0.3007757037309131
19394,PhalangesOutlinesCorrect,4,5,SPARTAN,0.4464543610685177
19395,PhalangesOutlinesCorrect,5,5,SAX,0.0011734523945898
19396,PhalangesOutlinesCorrect,5,5,SFA,0.2051736818985616
19398,PhalangesOutlinesCorrect,5,5,SPARTAN_woDAA,0.3635654830307188
19399,PhalangesOutlinesCorrect,5,5,SPARTAN,0.4823731743036591
19400,PhalangesOutlinesCorrect,6,5,SAX,0.0015486262309221
19401,PhalangesOutlinesCorrect,6,5,SFA,0.2404049979865176
19403,PhalangesOutlinesCorrect,6,5,SPARTAN_woDAA,0.4333219240275889
19404,PhalangesOutlinesCorrect,6,5,SPARTAN,0.4883256878580638
19405,PhalangesOutlinesCorrect,7,5,SAX,0.0016854773118203
19406,PhalangesOutlinesCorrect,7,5,SFA,0.2641598001922679
19408,PhalangesOutlinesCorrect,7,5,SPARTAN_woDAA,0.4657701700661654
19409,PhalangesOutlinesCorrect,7,5,SPARTAN,0.5026875859465301
19410,PhalangesOutlinesCorrect,8,5,SAX,0.0049854137576847
19411,PhalangesOutlinesCorrect,8,5,SFA,0.285924872970972
19413,PhalangesOutlinesCorrect,8,5,SPARTAN_woDAA,0.511668460565587
19414,PhalangesOutlinesCorrect,8,5,SPARTAN,0.6140299795081593
19415,PhalangesOutlinesCorrect,9,5,SAX,0.0049183981048125
19416,PhalangesOutlinesCorrect,9,5,SFA,0.3012351259108684
19418,PhalangesOutlinesCorrect,9,5,SPARTAN_woDAA,0.533273991646847
19419,PhalangesOutlinesCorrect,9,5,SPARTAN,0.6140299795081593
19420,PhalangesOutlinesCorrect,10,5,SAX,0.0109113476232959
19421,PhalangesOutlinesCorrect,10,5,SFA,0.3156302392028116
19423,PhalangesOutlinesCorrect,10,5,SPARTAN_woDAA,0.5648410229454851
19424,PhalangesOutlinesCorrect,10,5,SPARTAN,0.6360057838749542
19425,PhalangesOutlinesCorrect,4,6,SAX,0.0017533527470713
19426,PhalangesOutlinesCorrect,4,6,SFA,0.1812205587508214
19428,PhalangesOutlinesCorrect,4,6,SPARTAN_woDAA,0.3116521350850887
19429,PhalangesOutlinesCorrect,4,6,SPARTAN,0.4823731743036591
19430,PhalangesOutlinesCorrect,5,6,SAX,0.005903968135834
19431,PhalangesOutlinesCorrect,5,6,SFA,0.2295616891451228
19433,PhalangesOutlinesCorrect,5,6,SPARTAN_woDAA,0.3749896773611339
19434,PhalangesOutlinesCorrect,5,6,SPARTAN,0.4883256878580638
19435,PhalangesOutlinesCorrect,6,6,SAX,0.0101619963311587
19436,PhalangesOutlinesCorrect,6,6,SFA,0.2689540320314394
19438,PhalangesOutlinesCorrect,6,6,SPARTAN_woDAA,0.4455403455443312
19439,PhalangesOutlinesCorrect,6,6,SPARTAN,0.500319612815733
19440,PhalangesOutlinesCorrect,7,6,SAX,0.0112034915038496
19441,PhalangesOutlinesCorrect,7,6,SFA,0.2935377444032125
19443,PhalangesOutlinesCorrect,7,6,SPARTAN_woDAA,0.4783127281943541
19444,PhalangesOutlinesCorrect,7,6,SPARTAN,0.508182021032339
19445,PhalangesOutlinesCorrect,8,6,SAX,0.0179154271908525
19446,PhalangesOutlinesCorrect,8,6,SFA,0.3174548122809286
19448,PhalangesOutlinesCorrect,8,6,SPARTAN_woDAA,0.5248603646144748
19449,PhalangesOutlinesCorrect,8,6,SPARTAN,0.6399473319737317
19450,PhalangesOutlinesCorrect,9,6,SAX,0.0226614688272114
19451,PhalangesOutlinesCorrect,9,6,SFA,0.3338395233407272
19453,PhalangesOutlinesCorrect,9,6,SPARTAN_woDAA,0.5466545114230058
19454,PhalangesOutlinesCorrect,9,6,SPARTAN,0.6456573119886057
19455,PhalangesOutlinesCorrect,10,6,SAX,0.0310897709247329
19456,PhalangesOutlinesCorrect,10,6,SFA,0.3489074893763854
19458,PhalangesOutlinesCorrect,10,6,SPARTAN_woDAA,0.5783867550841645
19459,PhalangesOutlinesCorrect,10,6,SPARTAN,0.6456573119886057
19460,PhalangesOutlinesCorrect,4,7,SAX,0.0027880784628267
19461,PhalangesOutlinesCorrect,4,7,SFA,0.196463506429262
19463,PhalangesOutlinesCorrect,4,7,SPARTAN_woDAA,0.3147205593405269
19464,PhalangesOutlinesCorrect,4,7,SPARTAN,0.4883256878580638
19465,PhalangesOutlinesCorrect,5,7,SAX,0.007961226299817
19466,PhalangesOutlinesCorrect,5,7,SFA,0.2473594915957838
19468,PhalangesOutlinesCorrect,5,7,SPARTAN_woDAA,0.3785809250371356
19469,PhalangesOutlinesCorrect,5,7,SPARTAN,0.500319612815733
19470,PhalangesOutlinesCorrect,6,7,SAX,0.0211434853538216
19471,PhalangesOutlinesCorrect,6,7,SFA,0.2886334296897365
19473,PhalangesOutlinesCorrect,6,7,SPARTAN_woDAA,0.4497584162095634
19474,PhalangesOutlinesCorrect,6,7,SPARTAN,0.50958809206827
19475,PhalangesOutlinesCorrect,7,7,SAX,0.0261242338824037
19476,PhalangesOutlinesCorrect,7,7,SFA,0.3151554278180114
19478,PhalangesOutlinesCorrect,7,7,SPARTAN_woDAA,0.4832080391621318
19479,PhalangesOutlinesCorrect,7,7,SPARTAN,0.5181063625034155
19480,PhalangesOutlinesCorrect,8,7,SAX,0.0430483725295044
19481,PhalangesOutlinesCorrect,8,7,SFA,0.3407339753494592
19483,PhalangesOutlinesCorrect,8,7,SPARTAN_woDAA,0.5302619087777712
19484,PhalangesOutlinesCorrect,8,7,SPARTAN,0.6465390384516023
19485,PhalangesOutlinesCorrect,9,7,SAX,0.0678924513748217
19486,PhalangesOutlinesCorrect,9,7,SFA,0.3582457765713928
19488,PhalangesOutlinesCorrect,9,7,SPARTAN_woDAA,0.5525960303699908
19489,PhalangesOutlinesCorrect,9,7,SPARTAN,0.6529332297276373
19490,PhalangesOutlinesCorrect,10,7,SAX,0.07351133715447
19491,PhalangesOutlinesCorrect,10,7,SFA,0.3743853239058871
19493,PhalangesOutlinesCorrect,10,7,SPARTAN_woDAA,0.5845820922354587
19494,PhalangesOutlinesCorrect,10,7,SPARTAN,0.6588322792205157
19495,PhalangesOutlinesCorrect,4,8,SAX,0.0016115568088015
19496,PhalangesOutlinesCorrect,4,8,SFA,0.2296426836670196
19498,PhalangesOutlinesCorrect,4,8,SPARTAN_woDAA,0.3203695755825241
19499,PhalangesOutlinesCorrect,4,8,SPARTAN,0.4944796595526716
19500,PhalangesOutlinesCorrect,5,8,SAX,0.0044987564458352
19501,PhalangesOutlinesCorrect,5,8,SFA,0.285535723725634
19503,PhalangesOutlinesCorrect,5,8,SPARTAN_woDAA,0.3846930612318001
19504,PhalangesOutlinesCorrect,5,8,SPARTAN,0.5018446825992465
19505,PhalangesOutlinesCorrect,6,8,SAX,0.0147670726435607
19506,PhalangesOutlinesCorrect,6,8,SFA,0.3305049355444585
19508,PhalangesOutlinesCorrect,6,8,SPARTAN_woDAA,0.4559298890642929
19509,PhalangesOutlinesCorrect,6,8,SPARTAN,0.5126011590440689
19510,PhalangesOutlinesCorrect,7,8,SAX,0.0175535207837451
19511,PhalangesOutlinesCorrect,7,8,SFA,0.359071481761281
19513,PhalangesOutlinesCorrect,7,8,SPARTAN_woDAA,0.4892246122440897
19514,PhalangesOutlinesCorrect,7,8,SPARTAN,0.5286555996011987
19515,PhalangesOutlinesCorrect,8,8,SAX,0.031522068453338
19516,PhalangesOutlinesCorrect,8,8,SFA,0.3878867170631331
19518,PhalangesOutlinesCorrect,8,8,SPARTAN_woDAA,0.5362903908608733
19519,PhalangesOutlinesCorrect,8,8,SPARTAN,0.654980830735903
19520,PhalangesOutlinesCorrect,9,8,SAX,0.0360267767832481
19521,PhalangesOutlinesCorrect,9,8,SFA,0.4068131468482668
19523,PhalangesOutlinesCorrect,9,8,SPARTAN_woDAA,0.5589064716269716
19524,PhalangesOutlinesCorrect,9,8,SPARTAN,0.660796549798647
19525,PhalangesOutlinesCorrect,10,8,SAX,0.0595681908294042
19526,PhalangesOutlinesCorrect,10,8,SFA,0.4233489510673936
19528,PhalangesOutlinesCorrect,10,8,SPARTAN_woDAA,0.5909390910050432
19529,PhalangesOutlinesCorrect,10,8,SPARTAN,0.6639597678901089
19530,PhalangesOutlinesCorrect,4,9,SAX,0.0126298127071891
19531,PhalangesOutlinesCorrect,4,9,SFA,0.25906266754844
19533,PhalangesOutlinesCorrect,4,9,SPARTAN_woDAA,0.3264978208474214
19534,PhalangesOutlinesCorrect,4,9,SPARTAN,0.500319612815733
19535,PhalangesOutlinesCorrect,5,9,SAX,0.023925145531865
19536,PhalangesOutlinesCorrect,5,9,SFA,0.3193008674248353
19538,PhalangesOutlinesCorrect,5,9,SPARTAN_woDAA,0.3912637356658184
19539,PhalangesOutlinesCorrect,5,9,SPARTAN,0.5050248751523944
19540,PhalangesOutlinesCorrect,6,9,SAX,0.0523650499872055
19541,PhalangesOutlinesCorrect,6,9,SFA,0.3650712182719684
19543,PhalangesOutlinesCorrect,6,9,SPARTAN_woDAA,0.4627682127542015
19544,PhalangesOutlinesCorrect,6,9,SPARTAN,0.5242536573560476
19545,PhalangesOutlinesCorrect,7,9,SAX,0.0766612648075751
19546,PhalangesOutlinesCorrect,7,9,SFA,0.3969676090614277
19548,PhalangesOutlinesCorrect,7,9,SPARTAN_woDAA,0.4965974423777265
19549,PhalangesOutlinesCorrect,7,9,SPARTAN,0.5357976949694817
19550,PhalangesOutlinesCorrect,8,9,SAX,0.0885009877134985
19551,PhalangesOutlinesCorrect,8,9,SFA,0.427952151984807
19553,PhalangesOutlinesCorrect,8,9,SPARTAN_woDAA,0.5437154487449162
19554,PhalangesOutlinesCorrect,8,9,SPARTAN,0.6631008191223897
19555,PhalangesOutlinesCorrect,9,9,SAX,0.1277421977910558
19556,PhalangesOutlinesCorrect,9,9,SFA,0.4476295897534776
19558,PhalangesOutlinesCorrect,9,9,SPARTAN_woDAA,0.5664234799378023
